İFTA	0	a.,din b.	Bir sorunu fetva ile çözme
İĞCİ	0	a.	İğ kullanan, yapan veya satan kimse
İĞSİ	0	sf.	İğ şeklinde olan, iği andıran
İKSA	0	a.	Bir hendek veya temel çukuru kazılırken yandaki toprakları tutmak için yere yan yana çakılan ve kavramalarla birbirine tutturulan kalın tahtalarla kurulan düzen; bağın
İLCA	0	a.,esk.	Zorlama, zorunda bırakma
İLLE	0	zf.,ağz.	► illa
İLLÎ	0	sf.,esk.,fel.	► nedensel
İLME	0	a.	İlmek işi
İLMÎ	0	sf.	► bilimsel
İNEÇ	0	a.,jeol.	► tekne, yukaç karşıtı
İNHA	0	a.,esk.	Resmî bir göreve atama veya bir üst aşama için yazılan yazı
İPÇİ	0	a.	İp üreten, yapan veya satan kimse
İPSİ	0	sf.	İpi andıran, ipe benzeyen, ip gibi
İRAP	0	a.,esk.	"Hiçbir değeri ve önemi yok" anlamındaki irapta mahalli yok ve iraptan mahalsiz deyimlerinde geçen bir söz
İRSÎ	0	sf.,esk.	► kalıtımsal
İTÇE	0	zf.	Terbiyesiz bir biçimde
İTİŞ	0	a.	İtmek işi
İTME	0	a.	İtmek işi
İVGİ	0	a.,ağz.	Ağaç oymaya yarar kesici araç
İZGE	0	a.	► çeşitlilik
JURO	0	a.,jeol.	İkinci Çağ'ın triyasla kretase arasında kalan dönemi
KAÇI	0	zm.	Ne kadarı, kaç kişi
KÂFİ	0	sf.	► yeter
KÂİN	0	sf.,esk.	Bulunan, olan
KAKA	0	a.	► dışkı
KANA	0	a.,den.	Geminin çektiği suyu göstermek için baş ve kıç bodoslamaları üzerine konulan işaretler
KÂSE	0	a.	Cam, çini, toprak vb.nden yapılmış derince çanak
KERH	0	a.,esk.	Tiksinme, iğrenme
KESP	0	a.,esk.	► kazanma
KIĞI	0	a.,ağz.	► kığ
KIYA	0	a.	► cinayet
KLÜZ	0	a.,coğ.	► kanyon
KOKA	0	a.,bit. b.	İki çeneklilerden, çiçekleri küçük ve sarımtırak, zeytine benzer meyvesi kırmızı renkte olan, yapraklarından kokain çıkarılan, en çok Peru'da yetişen bir bitki (Erytrroxylon coca)
KORE	0	a.,tıp	Başlıca belirtisi kısa, çabuk, değişken yapıda irade dışı hareketler olan bir hastalık
KOŞA	0	sf.,ağz.	Çift, eş, ikiz
KÛFİ	0	a.	Arap yazısının düz ve köşeli çizgilerle yazılan eski bir biçimi
KÛHİ	0	sf.,esk.	► ıssız
KUUT	0	a.,esk.,din b.	Namazın oturularak kılınan kısmı
KÜNH	0	a.,esk.	► öz (I)
KÜSÜ	0	a.,ağz.	► küskünlük
LAVA	0	ünl.,den.	Herhangi bir yere yanaşmış filikanın kürek çekmeksizin ilerlemesi için verilen buyruk
LEÇE	0	a.,ağz.	Taşlı tarla
LİGA	0	a.,den.	Üç deniz mili uzunluğunda bir ölçü birimi
LOÇA	0	a.,den.	Gemilerin baş bodoslamalarının her iki yanında, çıpayı içine alabilen ve güverteye açılan demir zincirin geçtiği delik
LOLO	0	a.,argo	"Bir sözün, bir tutumun veya davranışın gerçek ve geçerli olmadığını, başkalarının söz konusu olayda aldanabileceğini ancak söz sahibinin aldanmayacağını, aldatılamayacağını" belirten bana da mı (veya bize de mi) lolo deyiminde geçen bir söz; lololo
LUTİ	0	a.,kaba	► oğlancı
MÂNİ	0	a.,ed.	Genellikle birinci, ikinci ve dördüncü dizeleri uyaklı olan, daha çok hecenin yedili ölçüsüyle söylenen halk şiiri
MEKE	0	a.,ağz.	Su kıyılarındaki böcekleri yiyerek yaşayan yaban ördeği
MENİ	0	a.,fizy.	Erkeklerin cinsel organından salgılanan madde; er suyu, bel (III), atmık, dikel, sperm, sperma
MESH	0	a.	Bir şeyi elle sıvazlama
MİRÎ	0	sf.,esk.	Devletle ilgili, devlete özgü olan, devlet malı olan; beylik
MÖNÜ	0	a.	343 menü
MUÇO	0	a.,den.	► miço
MUİN	0	a.,esk.	► yardımcı
MUİT	0	a.,esk.	Okullarda çocukları çalıştırmakla görevli kimse, öğretmen yardımcısı
MURT	0	a.,bit. b.	Mersin ağacının yazın olgunlaşan, bezelye büyüklüğünde, morumsu siyah, çeşitli hastalıkların tedavisinde kullanılan meyvesi
MUTİ	0	sf.,esk.	► itaatli
MÜFT	0	sf.,esk.	► parasız
MÜRT	0	sf.	Ölmüş (hayvan)
NECE	0	zf.	Hangi dilde, hangi dilden?
NECİ	0	a.	Ne iş yapar, ne ile uğraşır?
NELİ	0	sf.	Genellikle yiyecek, içecek içinde veya içeriğinde bulunan şeyi sorarken kullanılan söz
NEYE	0	zf.	► niçin
OJİT	0	a.,jeol.	Feldspatla birlikte bazaltların temelini oluşturan, tanecikli, cam parlaklığında olan, siyah renkli volkan taşı
OKSU	0	sf.,bit. b.	Biçimi oka benzeyen (yaprak)
OLDU	0	ünl.	► evet
OLEY	0	ünl.	► yaşa
OLMA	0	a.	Olmak işi
OLUŞ	0	a.	Olmak işi; vuku
ONUM	0	a.	Kötü bir durumdan kurtulma
OTÇU	0	a.,ağz.	Köylerde hekimlik yapan kimse
OTLU	0	sf.	Otu olan
OVMA	0	a.	Ovmak işi; friksiyon
OYUM	0	a.	Oyma işi
OYUŞ	0	a.	Oymak işi
ÖÇLÜ	0	sf.	Kin ve intikam dolu, öç alma isteğinde olan
ÖĞÜR	0	a.,ağz.	► akran
ÖLME	0	a.	Ölmek durumu; fevt, kabız, uful
ÖLÜK	0	sf.,ağz.	Canlılığı azalmış; hâlsiz
ÖLÜŞ	0	a.	Ölme işi
ÖNLÜ	0	sf.	Ön tarafı olan
ÖPME	0	a.	Öpmek işi
ÖPÜŞ	0	a.	Öpmek işi
ÖRGE	0	a.	► motif
ÖRÜK	0	a.	Kendi ipiyle onarılmış kısım
ÖRÜM	0	a.,ağz.	Sürünün gece veya sabaha karşı otlaması
ÖRÜŞ	0	a.	Örmek işi
ÖTME	0	a.	Ötmek işi
ÖTRE	0	a.	Arap harfli metinlerde bir ünsüzün o, ö, u, ü seslerinden biriyle okunacağını gösteren işaret; zamme
ÖTÜŞ	0	a.	Ötmek işi
ÖVEÇ	0	a.,ağz.	İki üç yaşındaki erkek koyun
ÖVME	0	a.	Övmek işi; sena, medih, sitayiş
ÖVÜŞ	0	a.	Övmek işi
PANÇ	0	a.	Ahşap, alçı, kartonpiyer vb. üzerinde delik açma aleti
PENÇ	0	a.	► beş
PEST	0	sf.	► pes (II)
PIŞT	0	a.	Islıklı ses
PİLİ	0	a.	Kumaş, kâğıt vb.nde bir bölümün öbürünün üzerine getirilmesiyle oluşturulan kıvrım, kırma
PİPİ	0	a.	Çocuk dilinde erkeklik organı
POPO	0	a.,tkz.	► kıç
PUNÇ	0	a.	Çay, şeker, tarçın, limon karışımına rom veya kanyak gibi damıtılmış alkollü bir içki katılarak yapılan ve buharlaşan alkolü yakıldıktan sonra içilen bir içki türü
PUŞT	0	a.,kaba	Eş cinsel erkeklerin cinsel zevklerine hizmet eden erkek
RAHT	0	a.,esk.	At takımı
RUMİ	0	sf.,tar.	Anadolu ile ilgili, Anadolu'ya bağlı, Anadolu'da yaşayan
RÜKÛ	0	a.	Öne doğru eğilme
SAĞI	0	a.	Kuş gübresi
SAHN	0	a.,esk.	► avlu
SAMİ	0	sf.	İşiten
SÂRİ	0	sf.,esk.	Başkasına geçen
SEÇİ	0	a.	Seçmek işi
SEKS	0	a.,biy.	► cinsiyet
SELA	0	a.,din b.	Müslümanları bayram veya cuma namazına çağırmak, bazı yerlerde cenaze için kılınacak namazı haber vermek amacıyla minarelerde okunan dua
SELP	0	a.,esk.	Zorla alma, kapma
SERE	0	a.,ağz.	Açık duran başparmağın ucundan işaret parmağının ucuna kadar olan uzaklık; sele (III)
SEZA	0	sf.,esk.	Uygun, yaraşır, bir şeye değer
SEZÜ	0	a.,bit. b.	► mantar meşesi
SIDK	0	a.,esk.	Doğruluk, gerçeklik
SIMA	0	a.	Sımak durumu veya biçimi
SİGA	0	esk.,db.	► fiil çekimi
SLAP	0	a.	Büyük yassı levha
SULP	0	a.,esk.	Bel kemiği, omurga
SUMA	0	a.	İlk damıtılan ve içinde anason bulunmayan rakı
SURA	0	a.	Yumuşak ince bir tür ipekli kumaş
SÜLF	0	a.,esk.,kim.	► kükürt
ŞALİ	0	a.,esk.	Tiftikten yapılan bir cins ince kumaş
ŞALT	0	a.	► şalter
ŞAMA	0	a.,esk.	Bal mumuna veya parafine batırılmış fitil
ŞAVK	0	a.,ağz.	► ışık
ŞECİ	0	sf.,esk.	Yürekli, yiğit olan
ŞEMS	0	a.,esk.	► güneş
ŞERÇ	0	a.,esk.,anat.	► anüs
ŞERİ	0	sf.,esk.	İslam hukukuyla ilgili
ŞİME	0	a.	► huy
ŞİRK	0	a.,din b.	Tanrı’nın birden çok olduğuna inanma, Tanrı’ya ortak koşma; eş koşma
ŞİST	0	a.,min.	Kolayca yapraklara ayrılabilen, silisli, alüminli tortul kayaçların genel adı
ŞULE	0	a.,esk.	► alev (I)
ŞÛRA	0	a.	Bir alanla ilgili olarak oluşturulan danışma kurulu
ŞÜYU	0	a.,esk.	Herkesçe duyulma, yayılma
TAPI	0	a.,esk.	Tapınılan şey
TEFE	0	a.	Dokuma tezgâhında tarağı tutan ağaç veya metal parça
TEHİ	0	sf.,esk.	► boş
TIRT	0	sf.,argo	İşe yaramayan (kimse)
TİPO	0	a.	Kurşundan dökülmüş harflerin bir araya getirilmesiyle yapılan bir baskı türü
TOHT	0	a.,ağz.	Çoban köpeklerinin boynuna takılan dikenli demir tasma
TOPU	0	zm.	► hepsi
TRAS	0	a.	Volkanik tüf
TUFA	0	a.,argo	Özellikle geceleri yapılan silahlı hırsızlık, soygun
TUMP	0	a.	Toprak parçası, toprak seti, yığını
TÜLÜ	0	a.,hay. b.	Özel güreşlerde yararlanılan, çift hörgüçlü, uzun tüylü erkek deve
UÇAR	0	sf.	Uçan, uçucu olan
UÇLU	0	sf.	Ucu olan, ucu çıkan
UÇMA	0	a.	Uçmak işi
UÇUN	0	a.	Bayrağın uçkurluk karşısındaki kenarı
UFUL	0	a.,esk.	Batma, gözden kaybolma
UĞRU	0	a.,esk.	► hırsız (I)
UĞUT	0	a.,ağz.	Çimlenmiş buğdayın kaynatılmasıyla yapılan bir çeşit yemek
ULAN	0	ünl.	Öfke, şaşkınlık ve nefret anlatan bir seslenme sözü; lan, ülen
UMUŞ	0	a.	Ummak işi
UNCU	0	a.	Un satan kimse
UNSU	0	sf.	Un gibi olan, unu andıran
URUP	0	a.,ağz.	Arşının sekizde biri uzunluğundaki ölçü
USAT	0	esk.	İsyancılar, başkaldıranlar, asiler
USÇU	0	sf.,fel.	► akılcı
UTLU	0	sf.	Utanma duygusu olan
UTMA	0	a.	Utmak işi
UYAR	0	sf.	Uygun olan
UYGU	0	a.	► uygulama
UYUR	0	sf.	Uyuyan, uyku hâlinde olan
UZVİ	0	sf.,esk.	Organla ilgili
ÜLEN	0	a.,ağz.	► ulan
ÜLÜŞ	0	a.,esk.,top. b.	Kesilen hayvanın etinden alınan pay
ÜMÜK	0	a.,ağz.	► boğaz
ÜSTE	0	a.	Bir mal değişiminde, malı daha değerli olanın aldığı para
ÜŞME	0	a.	► üşüşme
ÜZGÜ	0	a.	► eziyet
ÜZME	0	a.	Üzmek işi; tazip
VAKS	0	a.	Bal mumunun sanayide mat yüzeyleri parlak ve kaygan duruma getiren türü
VÂLE	0	a.	Genişlikleri ve çözgü tellerinin sayısı yönünden taftaya benzeyen, dokunduktan sonra pişirilmiş, ince ipekli kumaş
VÂSİ	0	sf.,esk.	► geniş
VASL	0	a.	► kavuşma
VECT	0	a.	Sevgi veya heyecandan doğan coşkunluk, kendinden geçme; esrime
VERE	0	a.,tar.	► vire
VİRE	0	a.,tar.	Bir kalenin veya tahkim edilmiş bir yerin teslimi; vere
VİRT	0	a.,esk.	Dinî bir sözü sürekli tekrarlama
VİYA	0	a.,den.	Dümeni ortaya alarak gemiyi bulunduğu doğrultuda yürütme
VUKU	0	a.,esk.	► oluş
YIKI	0	a.	► harabe
YISA	0	ünl.	Birçok kişinin birlikte yaptığı işte birbirlerine gayret vermek için söylenen bir söz
YUHA	0	ünl.	► yuh
YUKA	0	a.,ağz.	Zayıf, ince, hafif olma
ZAİT	0	sf.,esk.	Çoğaltan, artıran
ZATÎ	0	sf.,esk.	► kişisel
ZEKÂ	0	a.,ruh b.	İnsanın düşünme, akıl yürütme, öğrenme, kavramları ve nesneleri zihinde canlandırabilme, objektif gerçekleri algılama, yargılama, sonuç çıkarma, bedeni kontrol edebilme, duyguları doğru algılayabilme, değerlendirebilme, icat edebilme vb. yeteneklerinin ve becerilerinin tamamı; anlak, dirayet, feraset
ZEVÇ	0	a.,esk.	► koca (I)
ZINK	0	a.	"Birdenbire durmak" anlamındaki zınk diye durmak deyiminde geçer
ZİNA	0	a.	Aralarında evlilik bağı olmayan kişiler arasındaki cinsel ilişki
ZONK	0	a.	"Zonklamak" anlamındaki zonk zonk atmak, "vücudun bir yeri çok zonklamak" anlamındaki zonk zonk zonklamak deyimlerinde geçer
ZÜHT	0	a.,esk.,din b.	► takva
