KAŞLI	sf.	Herhangi bir nitelikte kaşı olan
KATAR	a.	► tren
KATÇI	a.	► kat görevlisi
KATIK	a.	Ekmekle karın doyurmak gerektiğinde, ekmeğe katılan peynir, zeytin, helva vb. yiyecek
KATIM	a.	Katma işi
KATIR	a.,hay. b.	Atgillerden, kısrak ile erkek eşeğin çiftleşmesinden doğan, gennelikle kısır olan melez hayvan
KATİL	a.	İnsan öldüren kimse
KÂTİP	a.	► sekreter
KATKI	a.	Bir işin yapılmasına, gerçekleşmesine emek, bilgi, para vb. ile katılma; yardım, pay
KATLI	sf.	Katlanmış, bükülmüş
KATMA	a.	Katmak işi
KATOT	a.,fiz.	► eksi uç
KATRE	a.,esk.	► damla
KAVAF	a.	Ucuz, özenmeden ve bayağı cins ayakkabı, kemer, cüzdan yapan veya satan esnaf
KAVAL	a.,müz.	Genellikle kamıştan yapılan, daha çok çobanların çaldığı, yumuşak sesli, üflemeli bir çalgı
KAVAS	a.	Elçilik veya konsolosluklarda görev yapan hizmetli
KAVAT	a.,hkr.	► pezevenk
KAVGA	a.	Düşmanca davranış ve sözlerle ortaya çıkan çekişme veya dövüş; çıngar
KAVİL	a.,esk.	► söz
KAVİM	a.,top. b.	Aralarında töre, dil ve kültür ortaklığı bulunan, boy ve soy bakımından da birbirine bağlı insan topluluğu; budun
KAVİS	a.	Bir eğrinin sınırlı bir kısmı; eğmeç
KAVKI	a.,ağz.	► kabuk
KAVMÎ	sf.,esk.,top. b.	► etnik
KAVUK	a.	Pamuktan yapılmış, üzerine sarık sarılan erkek başlığı
KAVUT	a.	Kavrulmuş ve dövülmüş tahıl ununa pekmez, şeker veya tatlı yemiş katılarak yapılan yiyecek
KAVUZ	a.,bit. b.	Buğdaygillerin başağında, başakçıkları veya çiçeği saran kabuk
KAYAÇ	a.,min.	Yer kabuğunun yapı gereci olan bir veya birkaç mineralden oluşan kütle; kaya, külte, sahre, porfir
KAYAK	a.	Kar, su veya çim üzerinde kaymak için ayağa takılan araç; ski
KAYAN	sf.	Kayarak yer değiştiren
KAYAR	a.,ağz.	Hayvanların eskiyen nallarının çivilerini değiştirme işlemi
KAYGI	a.	Üzücü veya kötü bir şey olacak korkusundan doğan tedirgin edici duygu; düşünce, tasa, küşüm, endişe, gam (I)
KAYIN	a.,bit. b.	Kayıngillerin örnek bitkisi olan, 30-40 metre boyunda, 2 metre çapında, kışın yapraklarını döken, kerestesi beyaz ve değerli olan bir orman ağacı (Fagus orientalis)
KAYIP	a.	Kaybolma, yitme durumu; yitim
KAYIR	a.,ağz.	Nehir veya çay sularının sürükleyip getirdiği kum ve çakıl taşları
KAYIŞ	a.	Bağlamak, tutmak veya sıkmak amacıyla kullanılan, dar ve uzun kösele dilimi
KAYIT	a.	Bir yere mal ederek deftere geçirme
KAYMA	a.	Kaymak (II) işi
KAYME	a.	► kâğıt para
KAYRA	a.	► lütuf
KAYŞA	a.,jeol.	► toprak kayması
KAZAK	a.	Kazakistan Cumhuriyeti'nde yaşayan Türk soylu halk veya bu halktan olan kimse
KAZAZ	a.,esk.	Ham ipeği iplik ve ibrişim durumuna getiren kimse
KAZIK	a.	Toprağa çakılmak için hazırlanmış, ucu sivri demir veya ağaç
KAZIL	a.	Kıldan bükülmüş, çuval dikmekte kullanılan ip; sicim
KAZIM	a.	Kazmak işi
KAZMA	a.	Kazmak işi
KEBAP	a.	Doğrudan doğruya ateşte veya kap içinde susuz olarak pişirilmiş et
KEBİR	sf.,esk.	Büyük, ulu olan
KEBZE	a.,ağz.	► kürek kemiği
KEDER	a.	Maddi ve manevi olarak duyulan aşırı üzüntü; elem, ızdırap, inkıbaz
KEFAL	a.,hay. b.	Kefalgillerden, orta büyüklükte, çok pullu, küt başlı, gümüş renginde, beyaz etli bir balık; topbaş balık (Mugil cephalus)
KEFEN	a.	Ölünün gömülmeden önce sarıldığı beyaz bez; kefen bezi, yakasız gömlek, yakasız mintan
KEFİL	a.	Borcunu ödemeyenin veya verdiği sözü yerine getirmeyenin bütün sorumluluğunu üzerine alan kimse
KEFİR	a.	Özel bir maya mantarıyla keçi veya inek sütünün mayalanmasıyla hazırlanan ekşi içecek
KEFNE	a.	Çuvaldız veya kalın iğne ile iş işleyen kimsenin eline geçirdiği demirli kayış
KEHLE	a.,esk.	► bit (I)
KEKEÇ	sf.,ağz.	► kekeme
KEKİK	a.,bit. b.	Ballıbabagillerden, karşılıklı küçük yapraklı, beyaz, pembe, kırmızı başak durumunda çiçekleri olan ve çiçeği baharat gibi kullanılan, odunsu saplı, kokulu bir bitki (Thymus vulgaris)
KEKRE	sf.	Acımtırak, ekşimsi ve buruk olan (tat)
KELAM	a.	► söz
KELEK	a.,bit. b.	Olgunlaşmamış, ham kavun
KELEM	a.,ağz.	► lahana
KELEP	a.,ağz.	Büyük iplik çilesi
KELER	a.	Kertenkele, bukalemun gibi yerde sürünerek ilerleyen, beşer parmak ve dörder ayaklı, çok uzun kuyruklu sürüngenlerin ortak adı
KELEŞ	sf.,ağz.	Yiğit, cesur, bahadır olan
KELİK	a.,ağz.	Eski ayakkabı
KELLE	a.	Koyun, kuzu ve keçinin pişirilmiş başı
KELLİ	e.,ağz.	Çıkma durumundaki sözlerin ardı sıra geldiğinde birbirine bağladığı iki yargıdan birincisini zorlayıcı bir sebep olarak gösteren bir söz
KEMAL	a.	► olgunluk
KEMER	a.	Bele dolayarak toka ile tutturulan, kumaş, deri veya metalden yapılan bel bağı
KEMHA	a.	Bir tür ipek kumaş
KEMİK	a.,anat.	İnsanın ve omurgalı hayvanların çatısını oluşturan türlü biçimdeki sert organların genel adı
KEMRE	a.,ağz.	► gübre
KENAR	a.	Bir şeyin, bir yerin bitiş kısmı veya yakını; yaka, cidar, lep
KENDİ	zm.	İyelik ekleri alarak kişilerin öz varlığını anlatmaya yarayan dönüşlülük zamiri; zat
KENEF	a.,ağz.	► tuvalet
KENET	a.	İki sert cismi birbirine bağlamaya yarayan, iki ucu sivri ve kıvrık metal parça
KEPÇE	a.	Sulu yiyecekleri karıştırmaya ve dağıtmaya yarayan, uzun saplı, yuvarlak ve derince kaşık
KEPEK	a.	Un elendikten sonra, elek üstünde kalan kabuk kırıntıları
KEPEZ	a.,ağz.	Yüksek tepe, dağ
KEPİR	a.,ağz.	Çorak, çamurlu, verimsiz toprak
KEPME	a.	Kepmek işi
KERDE	a.,ağz.	Sebze fideliği
KEREM	a.	► soyluluk
KERES	a.,ağz.	Büyük ve derin karavana
KERİH	sf.,esk.	Tiksindirici, iğrenç
KERİM	sf.,esk.	► soylu
KERİZ	a.	► lağım
KERKİ	a.,ağz.	► keser
KERTE	a.	İşaret için yapılmış çentik veya iz, kerti
KERTİ	a.	► kerte (I)
KESAT	a.	Alışverişte durgunluk
KESBÎ	sf.,esk.	Sonradan elde edinilmiş, sonradan kazanılmış
KESEK	a.	Bel, çapa veya sabanın topraktan kaldırdığı iri parça
KESEL	a.,esk.	► tembellik
KESEN	sf.	Kesme işini yapan
KESER	a.	Tahta, ağaç yontmaya ve çivi çakmaya yarayan, kısa saplı, bir yanı keskin ağızlı çelik araç; kerki
KESİF	sf.	► yoğun
KESİK	sf.	Kesilmiş olan
KESİM	a.	Kesmek işi
KESİN	sf.	Şüphe ve duraksamaya yer bırakmayan veya geri dönülmeyen; kati
KESİR	a.,mat.	Bir birimin bölündüğü eşit parçalardan birini veya birkaçını anlatan sayı
KESİŞ	a.	Kesmek işi
KESİT	a.	Bir şey enlemesine veya boylamasına kesildiğinde ortaya çıkan yüzey
KESKİ	a.	Ağaç, taş, metal vb.ni yontmaya yarayan, bir ucu keskin çelik araç
KESME	a.	Kesmek işi; kat (II)
KESRE	a.,esk.	► esre
KEŞEN	a.,ağz.	Zincirden yular veya ayak kösteği
KEŞİF	a.	Ortaya çıkarma, meydana çıkarma
KEŞİK	a.,ağz.	► nöbet
KEŞİŞ	a.	► rahip
KEŞKE	ünl.	Dilek anlatan cümlelerin başına getirilerek "ne olurdu" anlamında özlem veya pişmanlık bildiren bir söz; bari, keşkem, keşki
KEŞKİ	ünl.	► keşke
KETAL	a.	Çirişli bir tür parlak bez
KETEN	a.,bit. b.	Ketengillerden, çiçekleri mavi renkte ve beş taç yapraklı, lifleri dokumacılıkta kullanılan bir bitki (Linum usitatissimum)
KETON	a.,kim.	Karbonil grubuna iki alkil kökünün bağlanmasıyla türeyen birleşik
KETUM	sf.	► ağzı sıkı
KEVEL	a.	Kuzu veya koyun postundan yapılmış kürk
KEVEN	a.,bit. b.	► geven
KEYFÎ	sf.	İsteğe bağlı olan
KEYİF	a.	► sağlık
KIBLE	a.	Bazı ibadetler yerine getirilirken dönülen Kâbe'nin bulunduğu yön
KIDEM	a.	Bir görevde rütbece eskilik
KILGI	a.,fel.	► uygulama
KILIF	a.	Bir şeyi korumak için kendi biçimine göre, çoğunlukla yumuşak bir nesneden yapılmış özel kap; zarf
KILIK	a.	Bir kimsenin giyinişi, dış görünüşü; eşkâl
KILIR	a.,bit. b.	Maydanozgillerden, bir yıllık ve özel kokulu otsu bir bitki (Ammi visnaga)
KILIŞ	a.	Kılmak işi
KILLI	sf.	Kılı olan, kıl ile kaplı
KILMA	a.	Kılmak işi
KIMIL	a.,hay. b.	Yarım kanatlılardan, sap, çiçek, yaprak ve başakları emerek veya yiyerek ekin hastalığına yol açan, vücudu kalkana benzeyen zararlı bir böcek (Aelia rostrata)
KIMIZ	a.	Kısrak sütünün mayalanmasıyla yapılan, az alkollü, ekşi bir Türk içkisi
KINLI	sf.	Kını olan, bir kınla sarılı olan
KIPIK	sf.	Yarı kapalı (göz)
KIPMA	a.	Kıpmak işi
KIRAÇ	sf.	Verimsiz veya susuz, bitek olmayan (toprak)
KIRAN	sf.	Kırma işini yapan (kimse)
KIRAT	a.	Elmas, zümrüt vb. değerli taşların tartısında kullanılan, 0,20043 gramlık ağırlık ölçü birimi
KIRAY	sf.	► yolkesen
KIRBA	a.	Sakaların içinde su taşıdıkları ağzı dar, altı geniş, deriden yapılmış kap
KIRCA	sf.	Hafif kırlaşmış
KIRCI	a.,ağz.	► dolu (I)
KIRIK	sf.	Kırılmış olan; münkesir
KIRIM	a.,top. b.	Savunmasız insanların veya tutsakların toplu olarak öldürülmesi; katliam
KIRKI	a.	Kırkma işi
KIRMA	a.	Kırmak işi; nakız
KISAÇ	a.	► kıskaç
KISAS	a.,huk.	Bir suçluyu, başkasına yaptığı kötülüğü kendisine aynı biçimde uygulayarak cezalandırma
KISIK	sf.	Kısılmış olan; basık
KISIM	a.	► bölüm
KISIR	sf.	Üreme imkânı olmayan, döl vermeyen (insan ve hayvan); yoz
KISIŞ	a.	Kısmak işi
KISIT	a.,huk.	Kişinin yurttaşlık haklarını kullanma yetkisinin yargı kuruluşları tarafından kaldırılması
KISKA	a.,ağz.	► arpacık soğanı
KISKI	a.	Türlü maksatlarla iki şeyin arasına sokuşturulan, kıstırılan parça
KISMA	a.	Kısmak işi
KISMİ	sf.	Bir şeyin yalnız bir bölümünü içine alan; tikel
KISSA	a.	Ders çıkarılması gereken anlatı, olay
KIŞIN	zf.	Kış mevsiminde, kış süresince
KIŞIR	a.,esk.	► kabuk
KIŞLA	a.,ask.	Askerlerin toplu olarak barındıkları yapılar bütünü
KIŞRİ	sf.	Kabukla ilgili
KITAL	a.,esk.	Vuruşma, birbirini öldürme
KITIK	a.	Minder, yastık vb.ni doldurmak için kullanılan ve bazen de sıvanın içine katılan keten ve kendir lifleri
KITIR	a.	Minderin sertleşmesini sağlayan içindeki saman parçaları
KIVAM	a.	Sıvılarda koyuluk, yoğunluk
KIYAK	sf.,tkz.	Benzerlerinden üstün olan, çok güzel
KIYAM	a.,din b.	İslam inancına göre, ölümden sonra yeniden dirilip ayağa kalkma
KIYAS	a.	Bir şeyi başka bir şeye benzeterek değerlendirme, hakkında hüküm verme; oranlama
KIYGI	a.	► gadir
KIYIK	a.,ağz.	İğne, kalın yorgan iğnesi
KIYIM	a.	Kıymak işi
KIYIN	a.,ağz.	► zulüm
KIYIŞ	a.	Kıymak işi
KIYMA	a.	Kıymak işi
KIYYE	a.,esk.	► okka
KIZAK	a.	Kar veya buz üzerinde kayarak yol alan tekerleksiz taşıt
KIZAN	a.,ağz.	Erkek çocuk
KIZIL	a.	Parlak kırmızı renk
KIZIŞ	a.	Kızmak işi
KIZMA	a.	Kızmak işi
KİBAR	sf.	Davranış, düşünce, duygu bakımından ince, nazik olan (kimse)
KİBİR	a.	Kendini başkalarından üstün tutma; benlik, böbür, gurur
KİFAF	a.,esk.	Yaşayacak kadar rızık
KİKLA	a.,hay. b.	Lapinagillerden, güzel renkli, 50 santimetre uzunluğunda bir balık (Labrus berggylta)
KİLER	a.	Evlerde yiyecek, içecek ve erzakın saklandığı oda, ambar veya dolap
KİLİT	a.	Anahtar, düğme gibi takılıp çıkarılabilen bir parça yardımıyla çalışan kapatma aleti
KİLİZ	a.,bit. b.	► hasır otu
KİLLİ	sf.	İçinde kil bulunan
KİLSİ	sf.	Kili andıran, kile benzeyen, kil gibi
KİLÜS	a.,tıp	Bağırsaktan gelen, içinde yağ damlacıkları bulunan ak kan
KİMSE	zm.	Herhangi bir kişi, kim olduğu bilinmeyen kişi
KİMÜS	a.,fizy.	Yemeklerin mide öz suyuyla karıştıktan sonra aldığı durum
KİMYA	a.	Maddelerin temel yapılarını, birleşimlerini, dönüşümlerini, çözümleme, birleşim ve üretim yöntemlerini inceleyen bilim
KİNCİ	sf.	► kindar
KİNİK	sf.,fel.	► sinik (II)
KİNİN	a.,kim.	Kınakınadan elde edilen ve sıtmanın tedavisinde kullanılan beyaz alkaloit; kinin sülfatı
KİNİŞ	a.	Marangozlukta tahta üzerine boydan boya açılan, kesiti kare veya dikdörtgen biçiminde kanal
KİNLİ	sf.	► kindar
KİNOA	a.,bit. b.	Yenilebilir tohumları için tarımı yapılan, 1-2 m uzunluğunda, Güney Amerika’da yetişen bir bitki (Chenopodium quinoa)
KİRDE	a.,ağz.	Genellikle mısır unuyla yapılan bir pide türü
KİREÇ	a.	Mermer, tebeşir, kireç taşı, alçı taşı gibi birçok taşın özünü oluşturan kalsiyum oksit (CaO)
KİREN	a.,ağz.	► kızılcık
KİRİŞ	a.	Bazı telli müzik araçlarında kullanılan, hayvan bağırsaklarından yapılan tel
KİRLİ	sf.	Leke, toz vb. ile kaplı; bulaşık, pis, murdar, mülevves
KİRVE	a.,ağz.	Sünnet olan çocuğun bütün masraflarını üstlendikten sonra sünnet sırasında çocuğu kucağına alarak elini, kolunu tutan ve bütün hayatı boyunca çocuk üzerinde babasına yakın hak taşıyan kimse
KİSRA	a.	İran hükümdarı Nuşirevan’ın lakabı
KİSVE	a.	► kılık kıyafet
KİTİN	a.,biy.	Eklem bacaklıların ve kabukluların dış dokusunu oluşturan, bazı mantar ve likenlerde de rastlanan, dayanıklı ve esnek organik madde
KİTLE	a.	Bir yerde toplanmış, bir araya gelmiş insan topluluğu; kütle
KİTRE	a.	Gevenin gövde veya kökünün üzerine bıçakla özel olarak yapılan çizgilerden akan zamk; kestere
KİZİR	a.,ağz.	Köy muhtarının yardımcısı
KLAPA	a.	Yakanın göğse doğru inen devrik bölümü
KLİMA	a.	Soğuk veya sıcak hava vererek kapalı bir yerin havasını değiştiren elektrikli araç; iklimleme cihazı
KLİPS	a.	Yaylı bir pensle tutturulmuş küpe, iğne vb
KLİŞE	a.	Baskıda kullanılmak amacıyla, üzerine kabartma resim, şekil, yazı çıkarılmış metal levha
KOALA	a.	Avustralya'da yaşayan, okaliptus yapraklarıyla beslenen, yaklaşık 80 santimetre boyunda, otçul, kuyruksuz, keseli, tüyleri soluk boz veya sarımsı renkte olan bir tür memeli (Phascolarctos cinereus)
KOBAY	a.,hay. b.	Kobaygillerden, bilimsel araştırmalarda kullanılan bir deney hayvanı; Hint domuzu (Cavia porcellus)
KOBRA	a.,hay. b.	Kobragillerden, Afrika ve Asya'nın sıcak bölgelerinde yaşayan, çok zehirli, kızıl, esmer ve sarı renklerde bir tür yılan; gözlüklü yılan, Hint kobrası (Naja)
KOÇAK	sf.,mec.	► yürekli
KOÇAN	a.	Marul, lahana vb. sebzelerde yaprakların çıktığı sert gövde
KODES	a.,argo	► cezaevi
KOFRA	a.	Bina girişlerinde elektrik şebeke hattını sigorta sistemi ile düzenleyen kutu
KOFTİ	a.,argo	Sahtekâr, dolandırıcı kimse
KOFUL	a.,bit. b.	Bitki hücreleri yaşlandıkça plazmalarında oluşan ve içi hücre suyu ile dolu olan boşluk
KOĞUŞ	a.	Kışla, okul, tutukevi, hastane vb. kalabalık yerlerde, içinde birçok kimsenin yattığı veya barındığı büyük oda
KOKAK	sf.,ağz.	Kötü, pis kokan
KOKET	sf.	Güzel görünmeye çalışan, süse düşkün, kırıtan (kadın)
KOKMA	a.	Kokmak işi
KOKOŞ	a.	Aşırı süslü, birbirine uyumsuz giysiler giymeyi seven kimse
KOKOT	a.	► aşüfte
KOKOZ	sf.,argo	Parası olmayan
KOKUŞ	a.	Kokmak işi
KOLAJ	a.	► kesyap
KOLAN	a.	At, eşek vb. hayvanların semerini veya eyerini bağlamak için göğsünden aşırılarak sıkılan yassı kemer
KOLAY	sf.	Sıkıntı çekmeden, yorulmadan yapılabilen; asan, güç (II) ve zor karşıtı
KOLCU	a.	► muhafız
KOLEJ	a.,eğt.	Öğretim programında yabancı bir dil öğretimine ağırlık veren okul
KOLİK	a.,tıp	Bağırsak, böbrek gibi içi boş organlarda aralıklı duyulan güçlü sancı
KOLİT	a.,tıp	Kalın bağırsak yangısı
KOLLU	sf.	Kolu olan
KOLON	a.,mim.	► sütun
KOLPO	a.	Bilardo oyununda vuruş
KOLSU	sf.	Kolu andıran, kola benzeyen, kol gibi
KOLYE	a.	Ucuna süs eşyaları konularak boyna takılan takı
KOLZA	a.,bit. b.	Turpgillerden, yağlı tohumlarından elde edilen yağı yapay kauçuk, biyodizel vb.nin yapımında kullanılan mevsimlik bitki (Brassica napus)
KOMAR	a.,bit. b.	Kuzey Anadolu dağlarında yetişen, 3-5 metre boyunda, kışın yapraklarını dökmeyen, iri ve mor çiçekleri olan bir ağaç (Hododendron ponticum)
KOMBİ	a.	Isıtmada kullanılan yakıtı düzenli ve ayarlı biçimde yakan araç
KOMİK	sf.	Gülme duygusu uyandıran; güldürücü, gülünç
KOMOT	a.	► komodin
KOMŞU	a.	Konutları yakın olan kimselerin birbirine göre aldıkları ad
KOMUT	a.	Askerlere, izcilere, öğrencilere beden eğitimi çalışmalarında veya bir tören sırasında bir durumdan başka bir duruma geçmeleri için verilen emir
KOMÜN	a.	Beraber çalışıp geliri paylaşmak üzere bir araya gelen topluluk
KONDU	a.	► gecekondu
KONİK	sf.	Koni biçiminde olan veya koni ile ilgili olan; mahruti
KONMA	a.	Konmak işi; vaz
KONSA	a.,hay. b.	► taşlık
KONUK	a.	Bir yere veya birinin evine kısa bir süre kalmak için gelen kimse; misafir, mihman
KONUM	a.	Bir kimsenin veya bir şeyin bir yerdeki durumu veya duruş biçimi; pozisyon
KONUR	sf.,ağz.	Esmer, açık kestane renginde olan
KONUŞ	a.	Konmak işi
KONUT	a.	İnsanların içinde yaşadıkları ev, apartman vb. yer; mesken, ikametgâh
KOPAL	a.	Tropik bölgelerde yetişen, bazı erguvangillerden çıkarılan ve cila yapmakta kullanılan bir tür reçine
KOPÇA	a.	Bir giysinin iki yanını bitiştirmeye yarayan ve metal bir halka ile bir çengelden oluşan araç; agraf
KOPİL	a.,argo	Arsız sokak çocuğu
KOPMA	a.	Kopmak işi
KOPOY	a.,hay. b.	Orta boylu, düşük kulaklı, tüyleri kısa bir tür av köpeği
KOPUK	sf.	Kopmuş
KOPUŞ	a.	Kopmak işi
KOPUZ	a.,müz.	Ozanların çaldığı telli Türk sazı
KOPYA	a.	Bir sanat eserinin veya yazılı bir metnin taklidi; eşlem, asıl karşıtı
KORAL	a.,müz.	Koro için yazılmış dinî ezgi
KORKU	a.	Bir tehlike veya tehlike düşüncesi karşısında duyulan kaygı, üzüntü
KORNA	a.	Motorlu taşıtlarda, bisikletlerde sesle işaret vermek için kullanılan ve içinden hava geçirilerek çalınan boru; klakson
KORNO	a.,esk.	Savaşlarda çağrı aracı olarak kullanılan boynuz veya fil dişi boru
KORSE	a.	İnce görünmek için kullanılan esnek iç giysisi
KORTE	a.	Âşıktaşlık, flört
KORUK	a.,bit. b.	Henüz olgunlaşmamış ekşi üzüm
KORUN	a.,anat.	Üst derinin en dış tabakası
KORZA	a.,den.	Denizin içinde iki zincirin birbirine dolaşması
KOŞAÇ	a.,db.	► bildirme eki
KOŞAM	a.,ağz.	► avuç
KOŞİN	a.,hay. b.	Ağır, hareketsiz, bol ve kabarık tüylü bir tavuk ırkı
KOŞMA	a.	Koşmak işi; koşu
KOŞUK	ağz.	Türklerin İslamiyet öncesi dönemlerinde, toylarda veya kazanılan savaş sonrasında yapılan eğlencelerde kopuzla birlikte söyledikleri, genellikle aşk, doğa ve yiğitlik konularını işleyen, uyak düzeni aaab, cccb, dddb vb. olan şiir
KOŞUL	a.	► şart
KOŞUM	a.	Araba hayvanının kayış takımı; koşum takımı
KOŞUN	a.,ağz.	Yan yana durmuş asker dizisi
KOŞUT	sf.,mat.	► paralel
KOTAN	a.,ağz.	Pulluk, büyük saban
KOTON	sf.	Pamuktan yapılan (kumaş vb.)
KOTRA	a.,den.	Çoğunlukla bir direkli, randası olan, ince gövdeli yelkenli
KOVAN	a.	Fişeğin kapsül, barut ve kurşun taşıyan yuva bölümü; kapçık
KOVCU	sf.	► dedikoducu
KOVMA	a.	Kovmak işi; defetme, defleme
KOVUK	a.	Bir şeyin oyuk durumunda bulunan iç bölümü
KOVUŞ	a.	Kovma işi; defediş, defleyiş
KOYAK	a.,coğ.	► vadi
KOYAR	a.	İki akarsuyun birleştiği yer
KOYMA	a.	Koymak işi
KOYUN	a.,hay. b.	Geviş getirenlerden, eti, sütü, yapağısı ve derisi için yetiştirilen evcil hayvan (Ovis aries)
KOYUŞ	a.	Koymak işi
KOYUT	a.,mat.,man.	► ön doğru
KOZAK	a.	► kozalak
KÖÇEK	a.	Kadın kılığına giren, müzik eşliğinde parmak zilleriyle oynamayı kendine meslek edinen erkek
KÖFTE	a.	Genellikle çekilmiş etten, bazen de tavuk, balık veya patatesten yapılan, türlü biçimlerde pişirilen yemek
KÖHNE	sf.	Eskiyip yıpranmış, bakımsız kalmış
KÖKÇÜ	a.,esk.	İlaç yapımında kullanılan kök, kabuk, çiçek, yaprak vb.ni satan kimse
KÖKEN	a.	Bir şeyin çıktığı, dayandığı temel, biçim, neden veya yer; menşe
KÖKLÜ	sf.	Kökü olan
KÖKSÜ	a.,bit. b.	Ciğer otlarında ve yosunlarda kökü andıran, bitkinin tutunmasına yarayan bölüm
KÖLÜK	a.,ağz.	İş ve yük hayvanı
KÖMBE	a.	Un, tuz ve yağ ile yoğrulan kızgın sacda veya fırında pişirilen ekmek
KÖMEÇ	a.,bit. b.	Papatya ve ayçiçeğinde olduğu gibi, sapın yassılaşmış ve genişlemiş ucu üzerinde çiçeklerin yan yana toplanmasıyla oluşan çiçek durumu
KÖMÜR	a.,mdn.	Karbonlu maddelerin kapalı ve havasız yerlerde için için yanmasından veya çok uzun süre derin toprak katmanları altında kalıp birtakım kimyasal değişmelere uğramasından oluşan, siyah renkli, bitkisel kaynaklı, içinde yüksek oranda karbon bulunan katı yakıt; kara elmas
KÖMÜŞ	a.,ağz.	► manda (I)
KÖPEK	a.,hay. b.	Köpekgillerden, boy ve biçim bakımından pek çok cinsi olan, çok iyi koku alan, sadık, bekçilik ve avcılık gibi işler için beslenen memeli hayvan; kapik (I), it  (Canis familiaris)
KÖPRÜ	a.	Herhangi bir engelle ayrılmış iki yakayı birbirine bağlayan veya trafik akımının, başka bir trafik akımını kesmeden üstten geçmesini sağlayan ahşap, kâgir, beton veya demir yapı
KÖPÜK	a.	Sabun, deterjan vb.nin suda erimesinden oluşan beyaz kabarcık
KÖRPE	sf.	Dalından yeni koparılmış, tazeliği üstünde, daha büyümemiş (bitki); taze, taravetli, terütaze, kart karşıtı
KÖRÜK	a.	Ateşi canlandırmak için kullanılan ve açılıp kapandıkça içindeki havayı üfleyen araç
KÖSÇÜ	a.	Mehter takımında kös çalan kimse
KÖSEM	a.,ağz.	► kösemen
KÖSNÜ	a.,ağz.	► şehvet
KÖŞEK	a.,hay. b.	Bir yaşına kadar olan deve yavrusu
KÖTEK	a.	Baston, sopa
KÖYCÜ	a.	Köy sorunlarını kendine iş edinen, köylerin ve köylülerin kalkınması yolunda çalışan kimse
KÖYLÜ	sf.	Köyde yaşayan veya köyde doğmuş olan; rustai
KRAÇA	a.,hay. b.	İstavrit balığının küçüğü
KRAMP	a.,tıp	Bir veya birkaç kasın irade dışı, ağrılı ve geçici olarak kasılması; kasınç
KRANK	a.,tek.	Bir motorda biyellerin doğrusal hareketini dairesel harekete çeviren dingil
KRAVL	a.,sp.	Dizleri bükmeksizin bacakları hızla hareket ettirerek kulaçla yüzme
KREDİ	a.,ekon.	Borç ödemede güvenilir olma durumu
KREMA	a.	Bir tür yumurtalı süt tatlısı
KREPE	a.	Saç tutamının aşağıdan yukarıya doğru ters yönde taranıp üstü düzleştirilerek kabarık gösterilmesi
KRİKO	a.,tek.	Ağır bir yükün kaldırılmasını veya otomobil vb. taşıtların yerden yükseltilmesini sağlayan alet; kaldırıcı
KROKİ	a.	Bir konu veya nesnenin başlıca özelliklerini yansıtacak biçimde hazırlanmış taslağı
KROME	sf.	Kromdan yapılmış veya kromla kaplanmış
KROŞE	a.,sp.	Boksta kolun bükülmesiyle, çok yakın mesafeden yapılan bir yumruk vuruş biçimi
KUBAT	sf.,ağz.	Kaba, biçimsiz
KUBBE	a.,mim.	Yarım küre biçiminde olan ve yapıyı örten dam; kümbet, tak (II)
KUBUR	a.	Tuvalet deliğinden lağıma inen boru
KUCAK	a.	Açık kollarla göğüs arasındaki bölüm; koyun (II), aguş
KUÇMA	a.	Kuçmak işi
KUDAS	a.,din b.	Hz. İsa'nın havarileriyle birlikte yediği son yemeği anmak için, Hristiyanların kilisede bir kap içinde ekmek ve şarabı kutsayarak yaptıkları tören; liturya
KUDUZ	a.,tıp	Köpek, kedi, tilki vb. memeli hayvanlardan ısırma, tırmalama veya salya yolu ile insana geçen, genellikle çırpınma, sudan korkma şeklinde beliren, zamanında aşı yapılmazsa ölümle sonuçlanan hastalık
KUDÜM	a.,müz.	Mehter takımlarında ve tekkelerde kullanılmış olan, metal kâseli, uçları yuvarlak iki değnekle çalınan, küçük iki davuldan oluşmuş usul vurma aracı
KUKLA	a.	Hareketli yerleri iplikle sanatçının parmaklarına bağlanarak veya eldiven gibi bir kesiti kullanarak bir perdenin üzerinden oynatılan, bez, karton vb. hafif nesnelerden yapılmış insan ve hayvan figürleri
KULAÇ	a.	Gerilerek açılmış iki kolun parmak uçları arasındaki uzaklık
KULİS	a.,tiy.	Sahnenin gerisinde ve yanlarında bulunan bölüm
KULLE	a.	Büyük bağ evi
KULUN	a.,hay. b.	Altı aylığa kadar olan at veya eşek yavrusu
KULÜP	a.	Görüşme, konuşma, okuma, spor yapma vb. amaçlarla yalnız üye olanların toplandıkları yer
KUMAR	a.	Ortaya para koyarak oynanan talih oyunu; oyun, keriz (I)
KUMCU	a.	Kum getirip satan kimse
KUMLA	a.	► plaj
KUMLU	sf.	İçinde kum bulunan; kumsal
KUMRU	a.,hay. b.	Güvercinler takımından, boynunun yanlarında siyah beyaz benekleri, bazı türlerinin gerdanında siyah bir halka bulunan, güvercinden küçük, boz, renkli bir kuş (Streptopelia)
KUMSU	sf.	Kumu andıran, kuma benzeyen, kum gibi
KUMUÇ	a.,ağz.	Sivrisineğe benzer çok küçük bir tür sinek
